timestamp_s,power_w
34.523198,71.598
34.573350,71.386
34.623480,71.386
34.673645,72.303
34.723782,72.303
34.773943,72.475
34.824082,72.475
34.874238,72.223
34.924390,72.223
34.974566,71.205
35.024720,71.205
35.074883,71.534
35.125033,71.534
35.175195,72.758
35.225361,72.758
35.275526,72.816
35.325823,72.816
35.375973,72.424
35.426125,72.424
